,author,content
329,林***,衣服我喜欢简约、干净、大气的，黑白灰，不要太暴露，得体一些首饰我喜欢很大，很闪、很亮的，隔着好远都能看到那颗大大的钻头发我喜欢黑的、长的、微卷的，大波浪发质好，给人感觉很清爽皮肤白皙，唇红齿白，体态挺拔 ​​​​
330,林***,好多在我这里咨询的优秀小姐姐，都说今年的相亲市场很内卷。很多00年99年的妹妹都开始相亲了，觉得好难好难……咋回事一直觉得00年挺小的，不过也许是疫情原因，也没有出去玩，一年一年又一年，一下子三年过去了 ​​​​
331,林***,这一套蛮好看，我喜欢的风格 ​​​​
332,林***,越是懂得多、认知视野广的人，对很多事情的理解都具有 包容性和懒得理 ，不会那么绝对的看待一件事，因为知道世界之大无奇不有。认知越低的人，对所有事情都是绝对的判断和坚持，并且非常在乎这些情绪。 ​​​​
333,林***,钱只会流向不缺钱的人，爱只会流向不缺爱的人。 ​​​​
334,林***,最近你们买到了什么好东西 ​​​​
335,林***,何必在意别人的眼光，何必在意人们的看法，每个人眼中的你都是片面的，只有你真正了解你自己 ​​​​
336,林***,接近不幸的人，你也会被变成不幸的人，真的没错，层次比你低的人不要长期接触，无形中对方会影响你的判断，给你的建议也是对你来说拉低你的。人都是要向上发展的，没有人想越活越差 ​​​​
337,林***,清醒的宝对捞钱的看法⬇️⬇️：捞也需要自己有底气，自己要有能力，除了美貌情绪这种之外还是要多读书，要提高自己，要有脑子。没有人会爱花瓶，花瓶也不会长久。不管是智商还是情商，都是需要修炼的。 ​​​​
338,林***,长大难道是人必经的溃烂吗 ​​​​
339,林***,其实大家心里都不干净，都装着甲乙丙丁，各有各的好，轮番的想 ​​​​
340,林***,19年的 ​​​​
341,林***,聪明是把双刃刀，会比别人更敏感，会抓住更多机会，但也会感受很深的情绪 ​​​​
342,林***,问题不大 ​​​​
343,林***,温故而知新玩微博起，发了无数遍的要提升自己，努力学习的内容。却还是有些人口中的🎺圈捞女邪教份子，哈哈 ​​​​
344,林***,既然改变不了别人那就改变自己，当他可有可无，直接无视。你要活的积极向上，不要颓废沮丧，男人不是你的全部，要是不听话那就换掉他，自己去做有意义的事 ​​​​
345,林***,等我有钱了给你买=我以后都不会有钱了 ​​​​
346,林***,刚刚在刷抖音，真是被一个男人给逗笑了。他说：可不可以不要谈恋爱，直接结婚。他说：谈恋爱太麻烦了，等结婚以后再培养感情。真的很累很辛苦，辛辛苦苦谈了一段，可能到最后什么都没有，还不如直接结婚。你可真机灵啊，降低沉没成本，直接娶了个老婆回家，真舒服呀，不愧是你。梦里啥都有 ​​​​
347,林***,"人都是很八卦的，但是八卦分4种。

一种是闲着无聊就去看了，看完后也没放在心上，别人聊起他的时候会说几句中肯的评论

第二种是闲着无聊就去看了，看完后又很好奇的在网络里找此人其他的黑料。但只是看，不会参与。满足自己八卦人八卦魂的内心

第三种是闲的无聊就去看了，看完后发现这人实在是让人讨厌，于是开始放大图片找他人P歪的地方，在评论区破口大骂、荡妇羞辱，给营销号投稿，爆出 假的 黑料……等

第四种是
因为发生了一件事，所以讨厌
（的确没有无缘无故的讨厌）
或者就是嫉妒
（如果你真的比她强、不关心她、也看不上她，你根本不会对她的任何事上心，上心到谩骂与造谣）收起全文d"
348,林***,不落井下石就够好了，能雪中送炭实属不易 ​​​​
349,林***,穷男人真的没出路吗？ ​​​​
350,林***,一开始就给你花钱的男人，说明他重视你，觉得你“值钱”。同理，一开始不花钱就表示瞧不太上你，如果还对你动手动脚，他就是在欺负你 占你便宜。 ​​​​
351,林***,天天遇到这种人内心接收能力逐渐变大 ​​​​
352,林***,不要相信男人的承诺，他们多半做不到 ​​​​
353,林***,好看，喜欢一切闪闪的东西 ​​​​
354,林***,粉丝投稿：现在这个社会，见过世面的男人，看见整容的女人不会真心对待，只能当炮友，只配当玩具。（他在pua你。我的大刀早已饥渴难耐🔪） ​​​​
355,林***,男人给你花钱，投入了沉默成本，离开的时候才会有所顾虑，掏心掏肺往往还被人白嫖 ​​​​
356,林***,"粉丝投稿：
大家都可以看看，这个案例是现在社会很普遍的 ——温柔的“陷阱”

原文⬇️
慢慢我发现我爱他就是图他对我付出的金钱，我知道他在对我的青春买单，他对我所有的好也可以立刻给别人。互相算计，是要继续装下去捞更多，还是结束当“小猫”的日子。
不舍得，可是又怕耗不起……
拿大件我没那个头脑本事，想提升自己不知道从何下手，真的不知道怎么办了收起全文d"
357,林***,我管不着 ​​​​
358,林***,我就只有你了，宝贝 ​​​​
359,林***,点进去看了你的照片得了吧是挺毁三观的意淫男罢了 ​​​​
360,林***,有些男人是不是神经病啊，在我评论区发那些恶臭言论也就算了，给我私信让我介绍小妹妹，我也忍了。怎么还有些人私信给评论区的姐妹，问她多少钱一次啊？还是不是人了，你要是有这渠道，你自己去找明码标价的啊，为什么要来祸害小女孩呢 ​​​​
361,林***,男粉投稿‼️：身为一个男的我感觉还挺惭愧的我想投稿问问，怎么样的男性在女生面前才算是一个合格的恋爱对象呢？？？？？？？ ​​​​
362,林***,别有配不配这些想法，每个人都是这世界上独一无二的，也是因为人太多得活出自己，自身闪光点包不住的时候 自然有人想用尽一切包住你。 ​​​​
363,林***,"看到很多人挺困惑，
为什么艺校的行情才2k一月，我说我知道的

先排除大学生了，因为学艺术的大学生，家里都有家底的，而且艺术本身就是一件非常烧钱的“兴趣”

但是，是否忘了大学前还有中专和大专呢
因为年纪小，什么都不懂，很容易被骗
你不了解有疑惑也是正常的，因为你没接触过。

还有些职校生（不是所有），一次500，
这种事情，讲不来的……

很多小孩一个月的生活费只有800，
所以2k一月，你觉得怎么会这么“廉价”，可站在她的角度，她生活的环境，她不认为少。
学艺术的不仅仅都是家里很有钱的
这个社会上有各种各样的人，各种各样的事。

请不要断章取义，做不到人人都喜欢我，
但是也希望大家不要误解我

开心就好啦收起全文d"
364,林***,"伤心哦，居然说我推崇未成年陪睡

关于艺校2k一月，没接触过，不代表不存在。
不用这么快的否定
中戏也有10万一夜的

本来觉得太搞笑了，不想回应的
想了想，还是回应一下吧 ​​​​收起全文d"
365,林***,"前两天说
：16岁的女孩和30岁上下的男孩子接触

我说的只是现在的一个社会现象，
何时推崇了？我的顶置就是希望小妹妹能好好读书，别想有的没的

30岁左右的男人，会想把16岁女孩娶回家吗？
宠爱是有的，喜欢是有的
但更看重的是身体带给他的欢乐，和情绪带给他的满足

永远都有18岁的女孩
我相信任何一个事业有成、手里有钱的男人，都是喜欢年纪小的。
你能说他是渣男吗？那么渣男太多了。

其实小女孩也都懂的，知道价值交换、利益交换

还是要以学习为重啊
其实跟成功男人在一起，你能从他身上学到很多。
无论是见识还是经济物质，有利有弊吧，看你从中获得了什么……
但是大部分人只获得了那一点点蝇头小利，和逐渐被蒙蔽的双眼还有那越来越贪心的胃口收起全文d"
366,林***,像你这样漂亮的女人，如果兼具能力，那就是锦上添花啦 ​​​​
367,林***,钱来钱来钱来 ​​​​
368,林***,跟层次不同的人争论，是徒劳的，错的不是对方，而是自己糊涂。 ​​​​
369,林***,各有所需，清醒些 L林白雪ss的微博视频 ​​​​
370,林***,不知道你们有没有感觉，现在的人都好不真诚啊 ​​​​
371,林***,又到了穷男人约美女出门说：今天天气不错，一起出来散散步吧。的季节了 ​​​​
372,林***,真正让你成长的 是你忍住没哭的那次 ​​​​
373,林***,当然 不能 放弃！人心难测 ​​​​
374,林***,然后呢  那又如何 ​​​​
375,林***,背后议论本就是一种仰望哪里都比你强的人，没时间也没空，不会有这些心思去观察你、去找你的错处。太忙了 ​​​​
376,林***,"刚刚发16.7岁女孩找的对象都是30左右的男生。挺多人惊叹的
说实话，年龄差距摆在这，而且男方的条件、经济水平比较好，那女方肯定处于劣势状态。

而且他们为什么会长年纪那么小的女生呢？

一年轻 二单纯 三听话 四乖巧 五“便宜”
比较容易到手（并没有针对所有，只是个别我知道的现象）

只能说各有所须吧

挺聪明
穷男人绝对不会沾染上身，
有些男人条件一般，但是肯为她们花钱，那她也会屈身将就，等捞无可捞了在分手

现在女孩子很早熟，也现实，懂得利益最大化。
她们又何尝不知道呢，男人都是老狐狸，拿到自己所想要的就行
至于能不能结婚么，那就另当别论了。

感慨万分
30岁左右的，条件好的，都被20岁以下的女孩抓住了收起全文d"
377,林***,今天和朋友聊天，艺校的06 07年小姑娘，都和30岁左右条件不错的男生在谈恋爱了开大众的男人对她们而言属于“穷男人”每个人都用的是大牌护肤品，大牌彩妆有一抽屉真的很成熟…… ​​​​
378,林***,到了28岁以后，还没结婚，不要焦虑。你得攒钱、车房、父母的养老保险。自己的人身健康、安全。后期身材皮肤容貌的护理，维持，这些都需要大量的金钱。钱和你所处的位置才是你生存的必须，你必须足够努力，足够优秀，才能再次和你想要的那些优质男士们再次相遇。
379,林***,当所有的路都成了死局，读书成了唯一破局的路 ​​​​
380,林***,有吃不胖体质，但没有喝水都发胖的体质。瘦的原因多种多样，胖的原因只有一个，吃多了 ​​​​
381,林***,很好奇其他城市的体制内姐妹们，你们一年到手的工资有多少刚刚看到一个小姐姐说坐标山西地市级，一年到手6w工资➕1w8的公积金 ​​​​
382,林***,说真的，与人相处，需要一层身份。别人介绍的时候，不能说自己是无业游民吧，如果是个女律师、公务员什么的就很吃香，这是个特别大的加分项。不要把希望寄托在男人身上，自己也得有点东西，有个比较好的身份可以支棱起来你越优秀，你的选择空间也越优秀…… ​​​​
383,林***,近期的购物🧾 ​​​​
384,林***,"看到一段话，很扎心

21.22岁的时候成天觉得自己漂亮，觉得自己像朵花，觉得自己稍微努努力就能拥有全世界，要男的有男的，要事业有事业。
25.26岁的时候却发现自己在“贬值”，追求者越来越少，自己想努力一把，努力奋斗后又发现要啥啥没有。
30岁的时候懵逼了，原来唾手可得的东西慢慢没了，发现很多东西原来努力了也拥有不了。

人生常态，苦味占半收起全文d"
385,林***,有些男孩虽然看不上灰姑娘和王子的爱情，但是内心渴望公主和仆人产生爱情 ​​​​
386,林***,男的在外面玩多了，心里需要的还是一个家、一个安稳，毕竟啥样的都玩了发现也不过如此 ​​​​
387,林***,对于有力量的男人，只喜欢女孩年轻貌美温顺，其他条件都可以忽略不计。发自内心不喜欢太聪明太有主见的，他只喜欢自己做主，不喜欢跟人讨论。温顺是重中之重 ​​​ ​​​​
388,林***,逢人不必言深，孤独本是常态 ​​​​
389,林***,"善良，不容易变
有责任心，不容易变
吃苦耐劳，不容易变
逻辑思维，不容易变
赚钱能力，不容易变
因为是他多年的形成的习惯，多年养成的修养

但对你好，最容易变 ​​​​收起全文d"
390,林***,爱你的人，生怕给你的不够多 ​​​​
391,林***,朋友被求婚啦，激动。被坚定选择的时候真的很幸福❤️ ​​​​
392,林***,太清醒和不明白其实都挺幸福，最怕是在不太明白和有点情醒之间徘徊 ​​​​
393,林***,耐用品就买消费能力内最贵的吧 ​​​​
394,林***,卧槽，反转反转再反转，互联网可真是太魔幻 ​​​​
395,林***,今天又在支付宝里的白鲸鱼里捐了一堆衣服我真的太爱买了，柜子里全是衣服裙子，断舍离了很多次都清不光这个白鲸鱼捐衣真不错，顺丰上门寄出免费。一起断舍离 ​​​​
396,林***,工作后，就没有真正意义上的好朋友了，特别是女性间…… ​​​​
397,林***,"🍑上的护肤品，水真深。朋友从我很信任的一家店里买了两瓶乳液，跟我在旗舰店买的味道跟肤感不一样……
代购圈里流传了一句话：有些人可能到现在都没用过正品。

前几天看小红薯，有好多人出售正品的瓶罐子，下面有人评论“你为什么要卖给他们，他们会做成假货的！”
她回答“关我什么事，谁让她们贪小便宜呢，从正规渠道买不就好了么”

不要考验人性收起全文d"
398,林***,"读大学的时候大家好像都差不多，生活差异也并不大，顶多就是有人手松一些，有人紧巴巴一点。但毕业后，像是分水岭一样的把两拨人分了开来。

家里有钱的同学刚毕业就买了豪车，朋友圈纸醉金迷阳光明媚，要么继承家业 或 开店创业。

毕业后，差距只会越来越大，越来越远
你只能从现在开始努力，因为躺平的背后是金钱与权力收起全文d"
399,林***,粉丝投稿‼️大家都评价一下，让她清醒一点这种男人我都是自动隔绝的他属于，如果你花他的钱多了些，他一定会拼命跟你要回来的那种 ​​​​
400,林***,昨晚和朋友聊天，事实证明穷男人更花心，而且觉得你只配得上穷的，远离穷男从我做起…… ​​​​
401,林***,好吧，你觉得开心就好啦//@酥寒v:先打钱那不就是🐔了吗？？正经约会不应该aa吗，或者你请我请轮流的。天天讲男女平权，现在约会了在这说等男人打钱再见面？什么玩意啊//@还记得你的承诺吗:别信男人画的饼，先打钱展示诚意再见面
402,林***,永远要不遗余力爱自己 ​​​​
403,林***,"为了防止更多的姐妹被威胁，我准备写一篇防男手册。没有提倡，只是希望你们能保护好自己

1:如果有男人说要包养你
首先，你得看他是否结婚
一来出于人道主义，二来到时候掰了你很有可能啥都捞不到，赔了夫人又折兵。

然后，你得看他出的价格，和他是否有这个实力来by你
价格出的低的人，一般都是甩不掉的牛皮糖。
真正有实力的男人也不会有这么多废话
（自己甄别）

2:为了防止男人以此威胁
记住了
名字、年纪、学校、父母、朋友圈照片
都得是假的！
（用小号联系）
如果你还是担心，去赴约的时候，记得穿上曾经绝不会穿的衣服，脸上点几颗痣。

3:让男人直接给你现金
放心吧，包养惯了的男人都懂这个操作的
而且他们都很有付费意识
如果是异地，一定会先转你5k 1w的路费
不给路费的话你可以主动提，如果他不愿意给就说明他在耍你，不要理会了！

很心疼那位妹妹的遭遇，我相信也不止一个女孩被恶男威胁
你只需要这么做
🌟告诉你父母：我谈恋爱了，他给我花了2.5万，现在分手了他要我还钱。我是真的没办法了，希望爸妈能帮帮忙。以后一定不会这样了。
🌟告诉那个男人：我已经告诉父母了，我父母也把钱给我了，顺便让我告诉你 钱已经还了，如果在骚扰我们，我们就报警了，就这样。

最后的最后，我可以理解妹妹，但还是希望大家惜 逼 如 命，给摸给亲不给c收起全文d"
404,林***,"粉丝求助投稿‼️

拜托大家帮帮我

：两个月前认识了一个大哥，说要包养我，但他一直不停的要求和我上床。
现在开始 威胁 我，如果我不还他的钱，他就要告诉我爸妈和身边所有人……
我现在真的很崩溃不知道该怎么办
拜托大家帮帮我 ​​​​收起全文d"
405,林***,粉丝投稿‼️：今天跟网上认识的男人吃饭，他之前说给我买dr 、要啥买啥。今天一起逛街买衣服，付钱的时候他一直在打电话，然后我打车跑了，晦气死了 ​​​​
406,林***,“诉说”这种事情，找个人，陌生的，不认识自己的，又可以随便说的，情绪是需要宣泄的，找个垃圾桶就行。女人之间关系好的是网友而不是身边的朋友，因为伤不到自身利益，说再多隐私也无可厚非，不过平时别过多联系，否则崩了是迟早的事，君子之交淡如水小人之交甘若醴，女人更像后者 ​​​​
407,林***,今年只买5件衣服✅去年执行失败了，今年一定要成功 ​​​​
408,林***,没有人会扶植一个毫无价值的人，尤其女孩子，恋爱脑是病得治，必须理性认清现实好好努力 ​​​​
409,林***,哈哈，是么//@小张他很努力:你选，人家会选你么?什么破三观
410,林***,一个男人很穷，但他很努力；一个男人很有钱，但他不努力。我一定选择后者，因为人生短短几十年，能过一天有钱的日子算一天 ​​​​
411,林***,爱一个人最好的方式其实是经营好自己，给对方一个优质的爱人 ​​​​
412,林***,粉丝投稿‼️和男朋友在一起3个月，为了让他放心所以放弃了自己的工作和社交。想来听听大家的建议，问问大家会如何选择 ​​​​
413,林***,人能发展到什么程度和智商成正比，聪明的人不会一无是处，没赚钱的能力 ​​​​
414,林***,说真的，不管男女，只要是真心喜欢对方的，都不会开口借钱。因为，谁都想把自己最好的一面给自己喜欢的人 ​​​​
415,林***,专注自己、做你想做的别被外界影响，远离内耗自己的人和事3.2日，我对自己说 ​​​​
416,林***,一个人的磁场很重要，不要太抱怨，如果你是一个积极向上的状态，也会让你身边的人感受到。你给大家带来正能量，那么大家也会很大程度的拿正面影响去反馈你。这样互相鼓励的气氛很友好 ​​​​
417,林***,"维生素对身体有什么好处
❤️

1.维生素B1——情绪沮丧、易怒。维生素B1被称为精神性维生素，可以改善人们的精神状态，更能维持神经组织的正常活动。如果人体缺乏维生素B1，就可能会让我们变得脾气暴躁、喜怒无常，严重缺乏时则可能引起周围神经炎。
对策：调剂着吃点粗粮，如燕麦、小米、苦荞、全麦面包等等，此外，尽量少喝酒，最好不喝酒，也能减少维生素B1的流失。

2.维生素B6——感到抑郁、急躁。与人体多种神经递质的合成有关，而人的情绪正是受到神经递质的调节。其中，它对女性的作用尤为明显。如果摄入不足，就容易情绪激动、导致情绪悲观、暴躁等。
对策：多吃点谷物和蔬菜，譬如大豆、花生、甘蓝菜等。肉类也是天然的维生素B6补充剂。

3.维生素B12——反应迟钝。维持神经鞘的脂质代谢与功能，维护神经系统的健康完整，同时负责核酸和氨基酸代谢。维生素B12缺乏可能会让你觉得脑子木，甚至有点反应迟钝。
对策：多吃点动物的肝脏、红色的肉、蛋、奶等。这都会给大脑提供充足的能量。

4.维生素C——困倦疲乏、不安。维生素C具有能提高机体免疫能力，缓解紧张情绪的作用。生活在现代社会的上班族，容易受到抑郁、灰心丧气、疲乏不安等负面情绪的困扰。
对策：多吃新鲜蔬菜如青菜、韭菜、菠菜、辣椒等，新鲜水果如橙子、红枣、山楂、猕猴桃等。

5.维生素D——精神疲劳、低落。维生素D在预防骨质疏松、多种癌症和自身免疫疾病方面非常重要。不过研究显示，它还能减轻季节性抑郁，若缺乏维生素D或叶酸，则可能造成焦虑、紧张、心情低落等状况。
对策：鱼肝油、含油脂的鱼类如三文鱼、沙丁鱼等，以及全脂牛奶、人造奶油、蛋等。

「除了影响情绪之外，缺乏不同的维生素，身体表现的症状也各不相同。」

6.皮肤粗糙、长粉刺——维生素A
对策：多吃沙丁鱼、金枪鱼、核桃、杏仁、鸡蛋、乳制品、胡萝卜、红薯

7.身体发麻、刺痛——叶酸、维生素B6、B12
对策：多吃糙米、小米、小麦胚芽、全谷物、鸡蛋、鸡肉、羊肉、鱼类、香蕉、花椰菜、红腰豆、卷心菜

8.嘴唇开裂——铁、锌，维生素B3、维生素B2、维生素B12
对策：多吃禽类、鱼类、鸡蛋、番茄、花生、扁豆、西兰花、菜花

9.肌肉抽筋——缺乏钾、钙、镁等矿物质
对策：多吃柑橘、香蕉、坚果、大豆、无花果、胡萝卜、葡萄干、糙米、腰果、杏仁、乳制品

10.长皮疹，掉头发——长皮疹，掉头发
对策：多吃熟鸡、蛋鲑鱼、牛油果、蘑菇、菜花、大豆、坚果、香蕉

11.肌肉萎缩、头皮发干、头发分叉——维生素E
对策：多吃植物油、核桃、花生、瓜子、瘦肉、牛奶、蛋类、麦芽

12.易患感冒，眼膜、皮肤易出血，伤口不易愈——维生素C
对策：多吃鲜枣、山楂、西红柿、橙子、草莓、花椰菜

13.多吃蔬菜水果~补充维生素！过敏的朋友学习一下！

cr：贴吧君收起全文d"
418,林***,粉丝投稿‼️：男友让我去熟人开的ktv上班，我很生气，他的态度就是这样，该不该分手？ ​​​​
419,林***,我没公主病，但我有自己为人处事的道理，非要说我有公主病，那我有这个命，你还是忍着吧 ​​​​
420,林***,只要女人开口问：要不要离婚？她就根本不会离婚。即便你说了得离 要离，她们还会说出一大堆“可是”，可是xxx，可是xxx。就算最后离了，离婚后过得很糟糕的话，还会怪到你头上 ​​​​
421,林***,霉运连连的人基本是有原因的，比如懒惰比如没担当比如思想上好高骛远，这是他的因果。足够智慧和努力的话，不会一直倒霉的 ​​​​
422,林***,恋爱每一个月我都要一个礼物，慢慢的他习惯了。有几个月没有说我想要什么，他反而还会问我。不要觉得主动问男生要不太好，有些男的就是抓住你的这个思维，然后装聋作哑 ​​​​
423,林***,一只澜的全系列测评 ​​​​
424,林***,"我觉得吧，真的没必要
你可以吃吃瓜，看看爆料，没必要再恶言相向，毕竟她没有做对不起你的事情。
作为一个女孩子，也许是虚荣了点，但她没有做伤天害理的事情，没必要去踩一脚，更何况她连你是谁都不知道。
有必要吗？
人家就是长得漂亮，就是身材好，有没有钱我们暂且不说……我也并不是一个喜欢在八卦上浪费时间的人，就是希望能理智点

我五年前就粉了她，那时她只有2.3k的粉丝，长得特别漂亮，她刚毕业在学校里当代课老师，当时在学校里也是 出了名的 公认的 漂亮。

她原生家庭一般，想把赚来的钱都存下来，想买大件。但她在她那个位置 她所接触的人都是那种消费层级，所以又不得不买些首饰来包装自己

很正常

投稿说她当ww一个月20万的，假的不行了估计认知的上限就是20万了
她两条广告就有这数了
还有投稿特意把她p丑p胖
没必要，真的没必要。先看看自己的存款，再看看自己的长相，还是先提升自己吧

（不针对任何人，就事论事）收起全文d"
425,林***,废话多有什么用，赚钱 ，养气质，瘦身美白，哪一样不够你忙的。 ​​​​
426,林***,粉丝投稿求助‼️条理清晰～简洁明了的概括（我个人认为两人挺合适的，你们觉得呢） ​​​​
427,林***,一个疑惑：大学生一个月2000生活费够吗？最近总刷到这个话题，下面评论区的回复也是两极分化严重 ​​​​
428,林***,“他对我很好，他对我真的很好 ”，总是这句话。我就想不通了 这是个咒还是蛊啊 怎么都陷在这句话里了 ​​​​
429,林***,沾沾喜气 ​​​​
430,林***,分享一位大姐的征婚标准在老年婚恋市场应该挺吃香，就是要求太高了 ​​​​
431,林***,小学 ​​​​
432,林***,"优质男都去哪了

⬇️今天说个真人真事
这个事是一位女粉的分享
她呢，是我们国家西部某省的企业家
儿子去年刚刚考上国内前二十的理工院校

儿子的中学很厉害，她是那所中学‘家委会’的委员
家委会里，有五个家长玩的比较好（都是女人），三个女孩，两个男孩

粉丝的儿子学习算上等，但不是顶尖，人品端正，长相中上白白净净
所以这三个女孩的妈妈对他很感兴趣

高考结束，孩子们考的都不是同一所大学。一般来说，高中阶段结束，家委会都会自动解散。
但5人组里，一个女孩的妈妈，就一直维持着‘家委会’的运转，定期拉着大家聚会，而且寒暑假要大家带着自己的孩子来聚一聚
然后呢，也一直很关心这个粉丝儿子的动向～

这个女孩的妈妈一直找机会的撮合他俩
因为两人不在一个大学，只能在妈妈们组的局上见面，女孩长相也不错
今年就在一起了

女孩的妈妈也不是那种传统的农村妇女，是在某大厂做HR领导，女孩的爸爸是国企的中层干部。
人家在高中啊，就给自己女儿安排上了

cr：CrazyEvan收起全文d"
433,林***,大晚上发骚了？ ​​​​
434,林***,"选择男人，看他薪资。如果现在月薪只有4k，那你要好好考虑跟他的未来了

作为一个男人，房车没有，父母指望不上，一个月赚4.5000块钱……还是洗洗睡吧

即便是父母帮忙把房车准备好，那么房贷呢？以后有了孩子 奶粉尿不湿……你孕期、坐月子也不能去工作，偶尔在生几场病，钱呢？
不够，真的远远不够
💰太重要了
一个负责任的男人，也不会甘于月入4k收起全文d"
435,林***,爱情就是虐，就是得不到，就是缺失，就是情绪，就是上头，就是贱，这才是爱情 ​​​​
436,林***,是啊，人性就是这样，我也只能接受自己出轨。但好巧，男人也是这么想的
437,林***,投稿：去年在上海给人当日租女友，约会不上床一周一次一次三千 ​​​​
438,林***,//@我是雷震子不是夏雨荷:我认识个女生在朋友圈发老公出轨，三线城市体制内工作月入7500，花1500每人每月养了两个30+离异女生，不管去不去都是1500一个月，小城市男生可以一个月花3000享齐人之福。
439,林***,"好久没跟你们聊这个话题了吧
是不是看多了投稿
投稿都是每个月给几十万的包养费啥的

但现实就是，在你看不见的地方，就是用这个价格交易

3k一次是学生妹的价格，3k对她来说是两个月的生活费了，她觉得很多了

其实多看看微博也挺好的，至少以后有男人提出这个数，
你可以骂他一句
：穷逼还想包养，这3k还不够我做一次脸，赶紧去赚钱吧，别想有的没的了收起全文d"
440,林***,"为什么男人喜欢年纪小的？
特别是高中生，年纪小的纯情小白兔，单纯又好骗，如果小白兔家里条件不行，那就更容易到手了

一顿饭、一件衣服、一只口红、超市买点零食，就差不多可以了
真人真事啊
的确就是为了那点东西
就可以走出那一步

然后赚过快钱……心思就活络起来了 ​​​​收起全文d"
441,林***,是不是挺幻灭的，看微博上抖音上都是大几万、几十万的转账而在现实中么，真的，就是2k一个月，一个月见四次（男人和我说的）还有跟4.50岁的老男人1次/3k，听着真的很少对吧，但现实就是这样，因为父母给的钱不够用，这3k等于两个月的生活费了认知…… ​​​​
442,林***,​​​​
443,林***,哈哈，是么，也许吧//@余生灬秋雨:这是看不起农村二本男孩么？搞不好人比你都有钱
444,林***,一个男孩子追求你，28岁了，没有稳定的工作，周末就爱开车去钓鱼，喜欢烧饭烧菜，平时就在家打打游戏。这时候就得看家庭条件了，如果他是富二代嘛，那还是可以接受的。那如果他是农村二本小男孩！我晕，来不及挥手说再见 ​​​​
445,林***,这世上很多事情都可以重头再来，唯独生孩子这个事情一旦生了， 就没有后悔药可吃，只能向前走。作为女人，生孩子这个事情一定要想明白了再生，否则它会成为你人生经历里许多事情的阻力 ​​​​
446,林***,可以偶尔满足男人，但要适度，一旦他尝到了甜头，就应该让他饿一饿 ​​​​
447,林***,2022年的恶臭男，多精明啊 ​​​​
448,林***,接到很多类似的投稿：和一个男人从软件上刚认识，才见了两面，彼此都不了解，就做出搂腰、牵手……等亲密举动……他很不尊重你，也很不礼貌如果你经常遇到这样的男人，要考虑一下自己的人设、性格是不是有问题 ​​​​
449,林***,你们觉得呢 ​​​​
450,林***,喜欢富婆的男人，就是缺钱的。男孩教育都是顶天立地，一般有骨气有能力的男人都不会贪图女人的钱财，除非是联姻 ​​​​
451,林***,我会遇到比你有趣的人，然后在黄昏的晚霞渐渐消散时忘了你 ​​​​
452,林***,拍照模版5 ​​​​
453,林***,用过所有大牌的洗面奶，讲真，都没这俩好用图一特别温和，一点也不辣眼睛强推 ​​​​
454,林***,最近在看小说，迷上了病娇男主《和病娇绑定之后》还有病娇文推荐吗 ​​​​
455,林***,新的一年，建议离命不好的人远点，晦气会传染 ​​​​
456,林***,和有钱的男人谈恋爱，分手之后，你还有他送的包包和口红和没钱的男人谈恋爱，你除了聊天记录，啥都没有 ​​​​
457,林***,"家里有个男孩，也不是一天之内长大的，当父母把你生下来的时候就该为你结婚准备起来了，因为男方需要买房买车
如果你现在啥也没有，你该想想这些年父母都干了啥，为什么没有提前规划好？（除去重大事故花了很多钱）

不要总抱怨社会不公，抱怨彩礼太高，抱怨房价上涨。多想想出路，谁让你的父母没有早早谋划，只能靠自己了收起全文d"
458,林***,"经常出轨的男人，他一定会上瘾的，毕竟不同的女人散发出来的味道和体香，姿势都会有所不同，他太喜欢女人身上的味道那种感觉太好了，回味无穷，不管他多忙多累多辛苦，只要有女人和他出去约会，他都会忙里偷闲，有的是时间和借口，而且在偷的过程中准备得特别充分，特别敬业，毕竟偷吃别人家的很新鲜，感觉很有成就感。

cr：柴火车站收起全文d"
459,林***,谁都不容易
460,林***,我笑了，这个男人（爱做美食的专一好男人）天天蹦哒在我的评论区啊，哈哈哈哈哈，被U哥专门出了条视频喷 L林白雪ss的微博视频 ​​​​
461,林***,正常呀，遍地捡钱的年代已经过去了，以前8888，再不济1888，像洒洒水一样现在你试试说个888，要了他们的老命，还得骂你几句才舒坦，咱就是说，年代在变化，门槛费也要伸缩调节 ​​​​
462,林***,"刚刚看到了好多宝说，同居两年，有些人连10万都没能拿到

同居730天，姨妈期168天，130天休息，其余时间你得被他上，一次231.48元
上哪儿能找到这么便宜的床伴啊
时不时还得帮他整理一下屋子吧？

我知道不能这么算，我也知道这样算不对
但是……但是……
惜逼如命吧。不要同居 ​​​​收起全文d"
463,林***,同居两年，10万，真的惨，男人真🐶 ​​​​
464,林***,最终判决返还844800元……所以说女孩子不要同居，收现金还可以不承认因为这种新闻越来越多，会有更多男的空手套白狼，小心了 ​​​​
465,林***,有钱又大方的男人很少，而他们又在少数女人手里被死死的拽着…… ​​​​
466,林***,也太冷了，需要5个男人的钱包才能温暖我 ​​​​
467,林***,就怎么说呢，就，惜逼如命吧…… ​​​​
468,林***,今年我能拿到我想要的数吗有点难，但应该可以 ​​​​
